Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2010-07-01 12:00:00,990.24,27.9,301.91,12.51,38.59,37.64,14.52,23.11,9.17,14.67,1139.47,1.85,4.72,217.9
2010-07-02 12:00:00,990.18,29.59,303.61,12.25,34.41,41.5,14.28,27.22,9.02,14.42,1133.14,1.71,2.88,37.62
2010-07-03 12:00:00,990.2,30.51,304.53,13.89,36.34,43.75,15.9,27.85,10.05,16.06,1129.03,3.53,5.72,65.67
2010-07-04 12:00:00,991.94,24.08,297.93,17.14,65.18,30.03,19.57,10.46,12.37,19.73,1153.86,4.25,5.64,33.31
2010-07-05 12:00:00,990.7,25.03,298.99,15.69,56.17,31.78,17.85,13.93,11.29,18.02,1149.5,1.4,3.16,173.4
2010-07-06 12:00:00,995.37,17.17,290.72,9.76,61.65,19.62,12.09,7.52,7.59,12.15,1188.84,2.27,4.38,248.2
2010-07-07 12:00:00,996.78,20.64,294.07,8.13,44.46,24.36,10.83,13.53,6.79,10.87,1177.03,0.79,2.86,196.3
2010-07-08 12:00:00,994.42,26.22,299.86,10.63,37.6,34.11,12.82,21.28,8.06,12.9,1151.48,2.23,3.88,163.2
2010-07-09 12:00:00,992.9,30.26,304.04,12.74,34.19,43.13,14.75,28.38,9.29,14.85,1133.56,2.7,5.88,174.6
2010-07-10 12:00:00,992.12,33.19,307.04,15.08,33.73,50.9,17.17,33.73,10.84,17.31,1120.79,3.54,5.28,204.7
2010-07-11 12:00:00,989.46,33.15,307.24,14.19,31.91,50.79,16.21,34.58,10.25,16.38,1118.33,3.26,6.68,198.6
2010-07-12 12:00:00,986.4,32.23,306.59,17.27,40.92,48.23,19.74,28.5,12.54,20.01,1116.68,3.76,5.18,165.9
2010-07-13 12:00:00,985.96,25.44,299.81,16.38,57.27,32.57,18.65,13.92,11.85,18.92,1142.04,2.03,3.76,185.0
2010-07-14 12:00:00,984.43,29.88,304.4,15.1,40.72,42.2,17.18,25.02,10.93,17.46,1124.19,2.29,4.24,208.8
2010-07-15 12:00:00,988.16,24.37,298.55,12.78,48.37,30.56,14.78,15.78,9.36,14.96,1150.44,5.36,8.68,205.6
2010-07-16 12:00:00,989.16,28.92,303.02,16.45,46.93,39.93,18.74,21.19,11.87,18.94,1132.53,2.9,5.74,158.2
2010-07-17 12:00:00,991.85,25.85,299.71,14.11,48.33,33.37,16.13,17.24,10.18,16.26,1148.45,3.01,6.72,265.2
2010-07-18 12:00:00,1000.3,21.27,294.41,9.17,45.9,25.33,11.62,13.7,7.26,11.62,1178.32,1.65,3.08,235.2
2010-07-19 12:00:00,997.72,22.68,296.03,8.79,41.05,27.6,11.33,16.27,7.09,11.36,1169.8,2.17,3.2,64.86
2010-07-20 12:00:00,990.45,25.3,299.28,10.87,40.35,32.3,13.03,19.27,8.23,13.16,1150.3,4.16,6.1,185.7
2010-07-21 12:00:00,982.41,29.45,304.15,13.86,38.54,41.17,15.87,25.3,10.11,16.15,1124.03,3.99,9.04,187.0
2010-07-22 12:00:00,986.28,27.96,302.31,15.76,47.48,37.77,17.93,19.84,11.39,18.18,1133.17,1.27,3.04,103.6
2010-07-23 12:00:00,988.95,19.74,293.83,16.96,84.0,23.05,19.36,3.69,12.27,19.57,1167.5,1.94,3.2,47.26
2010-07-24 12:00:00,989.79,19.33,293.35,10.91,58.14,22.47,13.06,9.4,8.25,13.2,1172.98,1.97,5.0,288.5
2010-07-25 12:00:00,988.24,18.2,292.35,6.66,46.8,20.93,9.8,11.14,6.19,9.91,1177.15,2.6,4.92,271.3
2010-07-26 12:00:00,985.54,20.27,294.65,9.85,51.1,23.81,12.17,11.65,7.72,12.35,1164.57,1.84,3.88,119.2
2010-07-27 12:00:00,989.15,20.13,294.21,12.29,60.62,23.61,14.31,9.3,9.05,14.47,1168.45,2.24,3.38,67.16
2010-07-28 12:00:00,987.52,17.58,291.79,13.31,76.0,20.13,15.3,4.83,9.69,15.49,1176.3,2.91,5.66,265.4
2010-07-29 12:00:00,982.29,18.78,293.44,13.33,70.6,21.71,15.33,6.38,9.76,15.6,1165.21,1.86,3.44,166.1
2010-07-30 12:00:00,987.97,18.21,292.38,9.93,58.4,20.95,12.23,8.71,7.74,12.38,1175.68,1.31,2.44,217.7
2010-07-31 12:00:00,990.18,22.75,296.75,9.98,44.3,27.72,12.28,15.44,7.75,12.4,1160.23,2.19,3.84,222.1
2010-08-01 12:00:00,988.36,25.92,300.08,12.6,43.6,33.51,14.61,18.9,9.25,14.78,1144.78,4.05,6.42,192.9
2010-08-02 12:00:00,987.74,22.15,296.35,16.49,70.3,26.72,18.79,7.94,11.92,19.02,1156.8,0.72,1.4,187.0
2010-08-03 12:00:00,986.74,16.4,290.67,14.51,88.6,18.68,16.55,2.13,10.5,16.77,1179.59,1.28,1.88,218.4
2010-08-04 12:00:00,984.53,20.52,294.99,10.19,51.48,24.18,12.45,11.73,7.9,12.65,1162.26,1.7,2.52,210.7
2010-08-05 12:00:00,980.01,22.05,296.92,11.9,52.53,26.56,13.95,12.61,8.9,14.24,1150.23,2.36,3.52,230.9
2010-08-06 12:00:00,988.45,14.12,288.24,13.06,93.3,16.13,15.05,1.08,9.53,15.23,1191.71,1.76,3.8,265.9
2010-08-07 12:00:00,990.31,20.17,294.15,12.28,60.44,23.67,14.3,9.36,9.03,14.44,1169.68,1.17,3.36,343.9
2010-08-08 12:00:00,988.51,21.76,295.9,11.38,51.66,26.1,13.48,12.62,8.53,13.64,1161.61,6.01,8.6,213.7
2010-08-09 12:00:00,990.72,19.41,293.35,13.37,68.04,22.58,15.36,7.22,9.7,15.51,1172.73,1.48,3.12,323.8
2010-08-10 12:00:00,989.72,23.43,297.47,9.64,41.55,28.88,12.0,16.88,7.58,12.12,1157.15,2.11,3.24,172.6
2010-08-11 12:00:00,988.26,17.04,291.18,14.54,85.2,19.46,16.58,2.88,10.5,16.77,1178.8,1.87,2.44,175.6
2010-08-12 12:00:00,986.16,15.7,290.01,15.19,96.8,17.86,17.29,0.57,10.98,17.53,1181.41,0.73,1.16,95.4
2010-08-13 12:00:00,990.58,19.81,293.76,14.94,73.5,23.15,17.01,6.13,10.75,17.17,1170.22,0.8,1.22,251.9
2010-08-14 12:00:00,991.01,16.98,290.89,13.1,77.9,19.38,15.1,4.28,9.53,15.24,1183.02,0.8,1.56,32.69
2010-08-15 12:00:00,984.48,14.98,289.43,14.7,98.2,17.06,16.75,0.31,10.65,17.01,1182.58,1.54,2.28,42.54
2010-08-16 12:00:00,983.74,18.03,292.56,11.01,63.5,20.71,13.15,7.56,8.36,13.37,1170.93,4.52,6.24,205.3
2010-08-17 12:00:00,979.69,16.38,291.24,13.38,82.4,18.66,15.37,3.28,9.82,15.69,1171.72,5.52,7.97,208.1
2010-08-18 12:00:00,981.57,17.34,292.05,11.79,69.83,19.83,13.85,5.98,8.82,14.11,1170.8,5.86,8.42,211.2
2010-08-19 12:00:00,989.54,17.94,291.98,8.98,55.73,20.59,11.48,9.12,7.25,11.6,1178.99,2.8,5.12,250.0
2010-08-20 12:00:00,995.0,22.15,295.73,9.4,44.18,26.72,11.81,14.92,7.41,11.87,1168.48,2.61,4.34,147.9
2010-08-21 12:00:00,996.06,27.32,300.82,15.1,47.24,36.38,17.19,19.2,10.8,17.26,1147.24,2.03,3.6,210.8
2010-08-22 12:00:00,990.08,27.4,301.42,16.8,52.42,36.55,19.16,17.39,12.13,19.35,1139.14,4.69,6.94,199.2
2010-08-23 12:00:00,980.29,20.23,295.07,16.83,80.8,23.76,19.19,4.56,12.27,19.58,1155.34,3.31,5.28,200.9
2010-08-24 12:00:00,981.25,20.24,294.99,13.73,66.17,23.77,15.73,8.04,10.03,16.03,1158.0,1.85,4.04,248.8
2010-08-25 12:00:00,990.02,17.66,291.66,7.72,52.07,20.23,10.54,9.7,6.65,10.64,1181.13,4.96,8.41,220.6
2010-08-26 12:00:00,982.72,21.75,296.38,15.37,67.04,26.08,17.48,8.6,11.14,17.79,1153.02,5.93,10.74,221.0
2010-08-27 12:00:00,975.7,20.99,296.23,16.68,76.4,24.89,19.02,5.88,12.21,19.49,1147.0,2.79,4.84,230.0
2010-08-28 12:00:00,987.59,14.92,289.11,9.03,67.78,16.99,11.52,5.47,7.29,11.66,1188.98,2.89,5.76,266.8
2010-08-29 12:00:00,986.32,13.57,287.86,8.03,69.11,15.57,10.76,4.81,6.81,10.91,1193.38,4.64,8.25,218.1
2010-08-30 12:00:00,980.89,8.86,283.58,6.95,87.8,11.38,10.0,1.39,6.36,10.19,1206.96,1.4,2.36,222.8
2010-08-31 12:00:00,992.85,13.87,287.62,8.59,70.4,15.87,11.18,4.7,7.03,11.26,1199.87,2.11,4.52,16.47
2010-09-01 12:00:00,992.18,13.59,287.39,10.06,79.2,15.59,12.35,3.24,7.78,12.44,1199.69,1.27,2.92,291.8
2010-09-02 12:00:00,992.06,14.35,288.17,9.81,74.1,16.38,12.13,4.24,7.64,12.23,1196.47,1.27,2.68,273.2
2010-09-03 12:00:00,994.02,15.15,288.8,9.77,70.2,17.24,12.11,5.14,7.61,12.18,1195.53,4.32,6.04,43.23
2010-09-04 12:00:00,994.18,10.7,284.33,8.03,83.5,12.88,10.76,2.13,6.76,10.82,1215.09,1.61,2.76,217.5
2010-09-05 12:00:00,996.45,14.22,287.67,5.83,56.94,16.24,9.25,6.99,5.79,9.28,1203.65,3.13,5.36,72.6
2010-09-06 12:00:00,994.36,15.51,289.14,5.56,51.43,17.65,9.08,8.57,5.7,9.13,1195.83,3.14,5.8,111.4
2010-09-07 12:00:00,983.87,15.95,290.46,6.22,52.36,18.15,9.5,8.65,6.03,9.66,1181.18,4.26,6.92,128.2
2010-09-08 12:00:00,980.14,17.06,291.89,10.82,66.68,19.48,12.99,6.49,8.28,13.25,1170.6,3.29,5.08,137.7
2010-09-09 12:00:00,986.17,15.59,289.9,10.53,71.8,17.74,12.74,5.0,8.07,12.91,1183.95,2.81,4.76,202.1
2010-09-10 12:00:00,994.68,17.74,291.34,11.68,67.63,20.34,13.75,6.58,8.65,13.83,1184.93,2.37,4.8,268.6
2010-09-11 12:00:00,994.39,18.47,292.1,11.86,65.35,21.29,13.91,7.38,8.75,13.99,1181.54,1.42,2.08,26.75
2010-09-12 12:00:00,992.54,21.82,295.61,9.85,46.46,26.19,12.17,14.02,7.66,12.26,1166.72,2.95,4.8,193.4
2010-09-13 12:00:00,997.47,14.39,287.76,10.8,79.0,16.42,12.97,3.45,8.13,13.0,1202.48,0.98,2.64,312.4
2010-09-14 12:00:00,991.68,13.63,287.48,10.19,79.7,15.63,12.46,3.17,7.85,12.56,1198.86,7.01,10.89,207.5
2010-09-15 12:00:00,984.23,15.68,290.16,7.95,59.98,17.84,10.7,7.14,6.79,10.87,1182.17,4.84,6.6,229.4
2010-09-16 12:00:00,983.82,14.78,289.29,6.45,57.32,16.84,9.65,7.19,6.12,9.81,1185.85,5.31,8.21,232.1
2010-09-17 12:00:00,985.56,12.51,286.86,6.55,66.92,14.52,9.72,4.8,6.16,9.86,1197.36,3.43,6.38,225.2
2010-09-18 12:00:00,990.91,11.27,285.17,4.45,62.75,13.38,8.4,4.98,5.29,8.47,1209.75,1.04,3.38,290.1
2010-09-19 12:00:00,991.57,12.79,286.64,4.77,58.08,14.79,8.59,6.2,5.41,8.66,1204.03,1.22,2.56,290.6
2010-09-20 12:00:00,991.04,14.9,288.8,5.95,54.96,16.97,9.33,7.64,5.87,9.41,1194.23,4.58,7.12,210.4
2010-09-21 12:00:00,994.38,18.02,291.65,10.61,61.88,20.7,12.81,7.89,8.05,12.88,1183.86,2.64,3.96,299.7
2010-09-22 12:00:00,996.11,18.82,292.31,11.52,62.53,21.76,13.61,8.15,8.54,13.66,1182.31,1.25,2.44,180.0
2010-09-23 12:00:00,987.91,20.65,294.83,11.6,56.11,24.38,13.68,10.7,8.66,13.85,1165.2,4.22,5.64,176.0
2010-09-24 12:00:00,975.85,21.02,296.24,13.82,63.43,24.94,15.82,9.12,10.15,16.21,1148.49,1.84,2.96,171.9
2010-09-25 12:00:00,976.47,10.57,285.67,9.76,94.7,12.77,12.1,0.68,7.74,12.39,1193.28,4.49,6.85,22.23
2010-09-26 12:00:00,981.05,10.16,284.87,6.93,80.3,12.43,9.98,2.45,6.35,10.17,1201.63,0.87,1.92,242.5
2010-09-27 12:00:00,981.73,8.61,283.26,7.28,91.3,11.19,10.22,0.97,6.5,10.41,1208.97,2.63,4.61,243.2
2010-09-28 12:00:00,987.48,10.42,284.6,9.11,91.6,12.64,11.58,1.06,7.33,11.73,1207.68,0.97,2.28,269.2
2010-09-29 12:00:00,993.6,9.28,282.96,4.84,73.7,11.71,8.63,3.08,5.42,8.69,1221.48,1.59,2.28,25.59
2010-09-30 12:00:00,992.02,9.9,283.71,4.78,70.4,12.21,8.6,3.61,5.41,8.67,1216.87,2.25,3.2,46.04
2010-10-01 12:00:00,988.57,13.37,287.47,8.25,71.1,15.37,10.92,4.44,6.9,11.05,1196.87,3.09,4.92,182.6
2010-10-02 12:00:00,989.25,12.19,286.23,9.61,84.2,14.22,11.97,2.25,7.56,12.1,1202.17,2.42,3.48,172.1
2010-10-03 12:00:00,986.9,17.93,292.19,11.47,65.88,20.58,13.56,7.02,8.59,13.74,1174.93,4.28,6.4,179.1
2010-10-04 12:00:00,981.46,14.75,289.46,8.74,67.2,16.81,11.29,5.51,7.19,11.51,1182.37,4.21,6.52,179.5
2010-10-05 12:00:00,981.87,16.35,291.03,11.03,70.7,18.62,13.17,5.46,8.38,13.41,1175.47,2.8,4.14,174.3
2010-10-06 12:00:00,988.21,17.09,291.24,12.53,74.5,19.52,14.54,4.98,9.2,14.71,1179.46,2.8,4.58,164.0
2010-10-07 12:00:00,995.91,14.31,287.81,11.25,81.8,16.33,13.36,2.97,8.39,13.42,1200.74,1.22,1.86,147.6
2010-10-08 12:00:00,996.16,14.26,287.74,6.44,59.25,16.28,9.65,6.63,6.05,9.68,1202.96,2.96,5.02,125.8
2010-10-09 12:00:00,995.08,14.18,287.75,4.84,53.28,16.2,8.63,7.57,5.41,8.67,1202.45,2.28,3.4,59.61
2010-10-10 12:00:00,990.27,8.26,282.21,4.14,75.2,10.93,8.22,2.71,5.18,8.3,1221.98,2.28,3.76,27.74
2010-10-11 12:00:00,991.2,7.9,281.77,4.67,80.0,10.67,8.53,2.13,5.37,8.61,1224.55,2.89,4.97,37.65
2010-10-12 12:00:00,992.05,4.2,277.99,3.17,93.0,8.25,7.67,0.58,4.83,7.74,1242.37,1.47,2.84,40.02
2010-10-13 12:00:00,991.86,5.28,279.09,1.61,77.1,8.9,6.86,2.04,4.32,6.92,1237.68,2.27,3.36,50.48
2010-10-14 12:00:00,989.06,7.32,281.36,2.87,73.3,10.25,7.51,2.74,4.74,7.6,1224.9,1.46,2.52,138.2
2010-10-15 12:00:00,986.56,9.65,283.91,6.96,83.3,12.01,10.0,2.01,6.33,10.14,1210.57,1.5,3.24,261.3
2010-10-16 12:00:00,982.23,7.73,282.33,7.06,95.5,10.54,10.07,0.47,6.4,10.25,1213.44,1.15,1.88,86.9
2010-10-17 12:00:00,993.45,5.3,278.98,2.84,84.1,8.91,7.49,1.42,4.71,7.54,1239.3,4.38,6.21,30.41
2010-10-18 12:00:00,994.82,3.19,276.76,0.01,79.5,7.69,6.11,1.58,3.83,6.14,1251.12,2.24,3.88,169.2
2010-10-19 12:00:00,980.39,6.22,280.97,2.43,76.6,9.5,7.28,2.22,4.63,7.42,1219.02,8.68,13.11,216.9
2010-10-20 12:00:00,979.44,6.84,281.67,4.06,82.4,9.92,8.17,1.75,5.21,8.35,1214.71,1.77,4.36,271.2
2010-10-21 12:00:00,994.69,6.33,279.91,-1.04,59.11,9.57,5.66,3.91,3.55,5.69,1237.15,6.06,10.89,244.9
2010-10-22 12:00:00,993.52,8.03,281.71,1.3,62.36,10.76,6.71,4.05,4.21,6.75,1227.71,4.24,7.07,210.5
2010-10-23 12:00:00,984.8,7.79,282.18,-0.93,53.92,10.59,5.71,4.88,3.61,5.8,1218.42,4.94,6.97,170.3
2010-10-24 12:00:00,980.39,9.24,284.0,1.66,58.95,11.68,6.89,4.8,4.38,7.02,1206.17,6.64,10.07,212.4
2010-10-25 12:00:00,993.76,6.21,279.87,1.73,72.9,9.49,6.92,2.57,4.34,6.96,1235.92,2.01,4.16,253.9
2010-10-26 12:00:00,1000.99,6.51,279.59,2.23,74.0,9.7,7.18,2.52,4.47,7.17,1243.45,2.79,4.0,245.9
2010-10-27 12:00:00,998.19,8.79,282.1,0.78,57.04,11.33,6.46,4.87,4.04,6.47,1230.29,4.78,7.85,197.6
2010-10-28 12:00:00,993.06,13.29,287.02,4.16,53.84,15.29,8.23,7.06,5.17,8.29,1203.9,4.69,7.57,239.9
2010-10-29 12:00:00,988.5,11.52,285.62,4.54,62.12,13.61,8.45,5.15,5.34,8.55,1205.71,2.52,3.52,173.5
2010-10-30 12:00:00,980.53,11.35,286.11,5.82,68.68,13.45,9.24,4.21,5.88,9.42,1196.31,2.5,3.2,192.6
2010-10-31 12:00:00,977.5,10.97,285.99,3.95,61.83,13.12,8.11,5.01,5.18,8.3,1194.72,2.65,4.48,151.6
2010-11-01 12:00:00,981.17,9.22,283.92,5.59,78.0,11.67,9.1,2.57,5.79,9.27,1206.19,1.57,2.32,62.79
2010-11-02 12:00:00,988.52,6.78,280.86,5.02,88.5,9.88,8.74,1.14,5.52,8.84,1226.02,2.19,3.28,232.1
2010-11-03 12:00:00,986.59,11.74,286.0,6.79,71.6,13.8,9.88,3.92,6.26,10.02,1201.78,7.32,10.53,214.2
2010-11-04 12:00:00,991.61,15.98,289.84,9.68,66.18,18.19,12.04,6.15,7.58,12.14,1189.23,5.88,8.61,219.4
2010-11-05 12:00:00,994.07,13.62,287.27,7.8,67.82,15.62,10.59,5.03,6.65,10.66,1202.66,5.79,7.91,217.3
2010-11-06 12:00:00,985.34,9.29,283.65,7.93,91.2,11.72,10.69,1.03,6.78,10.85,1210.29,1.35,3.44,242.2
2010-11-07 12:00:00,976.84,4.53,279.55,4.02,96.5,8.44,8.15,0.3,5.21,8.34,1221.59,4.69,7.05,30.15
2010-11-08 12:00:00,962.22,2.48,278.69,0.81,88.7,7.31,6.48,0.83,4.2,6.73,1212.98,1.67,2.72,145.6
2010-11-09 12:00:00,956.1,6.98,283.76,3.17,76.6,10.02,7.67,2.34,5.01,8.02,1185.31,4.38,6.63,176.0
2010-11-10 12:00:00,963.74,8.65,284.8,4.29,74.0,11.22,8.31,2.92,5.38,8.62,1187.45,5.02,8.09,216.0
2010-11-11 12:00:00,981.79,5.88,280.51,-0.28,64.45,9.28,5.98,3.3,3.8,6.09,1222.85,7.34,10.73,217.0
2010-11-12 12:00:00,969.17,9.64,285.34,4.0,67.82,12.0,8.14,3.86,5.24,8.4,1190.06,4.47,9.61,226.5
2010-11-13 12:00:00,971.1,15.1,290.69,10.04,71.7,17.19,12.32,4.86,7.93,12.69,1167.94,9.64,13.97,210.8
2010-11-14 12:00:00,974.74,16.33,291.62,7.53,55.9,18.6,10.4,8.2,6.66,10.67,1168.23,6.18,9.61,194.3
2010-11-15 12:00:00,986.05,9.22,283.52,6.4,82.5,11.67,9.62,2.04,6.09,9.76,1211.96,2.25,3.2,30.29
2010-11-16 12:00:00,992.44,3.37,277.13,2.41,93.4,7.78,7.27,0.51,4.57,7.32,1246.77,5.14,7.53,27.49
2010-11-17 12:00:00,986.54,2.14,276.37,1.83,97.8,7.13,6.97,0.16,4.41,7.07,1245.01,2.38,3.93,42.81
2010-11-18 12:00:00,982.61,3.55,278.1,3.26,98.0,7.88,7.72,0.16,4.9,7.86,1233.37,1.3,1.72,72.6
2010-11-19 12:00:00,989.62,5.52,279.51,2.99,83.7,9.05,7.57,1.47,4.77,7.65,1233.5,1.48,2.56,205.6
2010-11-20 12:00:00,990.1,4.88,278.83,3.35,89.8,8.65,7.77,0.88,4.9,7.85,1236.84,1.24,2.2,117.9
2010-11-21 12:00:00,984.09,-1.09,273.32,-1.1,99.9,5.64,5.63,0.01,3.57,5.72,1257.31,2.39,3.08,35.12
2010-11-22 12:00:00,972.54,0.13,275.48,-0.3,96.9,6.17,5.98,0.19,3.83,6.15,1236.79,0.98,1.76,239.2
2010-11-23 12:00:00,973.42,1.58,276.86,-0.28,87.4,6.85,5.98,0.86,3.83,6.15,1231.42,3.43,5.89,241.5
2010-11-24 12:00:00,977.11,1.8,276.79,-0.34,85.6,6.96,5.96,1.0,3.8,6.1,1235.09,0.97,2.32,208.4
2010-11-25 12:00:00,977.21,1.87,276.85,-1.15,80.3,6.99,5.61,1.38,3.58,5.75,1235.08,3.83,5.85,207.0
2010-11-26 12:00:00,976.86,-1.58,273.41,-2.44,93.8,5.44,5.1,0.34,3.26,5.22,1250.55,3.46,4.41,26.35
2010-11-27 12:00:00,979.91,-4.35,270.38,-4.84,96.3,4.42,4.26,0.16,2.71,4.35,1267.79,0.86,1.8,132.2
2010-11-28 12:00:00,980.92,-3.93,270.72,-4.44,96.2,4.56,4.39,0.17,2.79,4.48,1267.06,1.32,1.68,32.39
2010-11-29 12:00:00,978.77,-2.96,271.86,-3.7,94.6,4.91,4.64,0.27,2.96,4.74,1259.64,5.03,6.21,24.95
2010-11-30 12:00:00,988.14,-4.61,269.47,-6.25,88.2,4.34,3.82,0.51,2.41,3.87,1279.91,4.83,6.73,50.7
2010-12-01 12:00:00,980.17,-10.16,264.51,-12.22,84.7,2.81,2.38,0.43,1.51,2.43,1297.11,4.96,6.97,41.62
2010-12-02 12:00:00,981.15,-10.39,264.2,-14.03,74.4,2.76,2.06,0.71,1.3,2.1,1299.71,2.69,4.49,224.9
2010-12-03 12:00:00,983.62,-10.62,263.78,-13.7,77.9,2.71,2.11,0.6,1.34,2.15,1304.09,0.83,1.48,203.0
2010-12-04 12:00:00,992.62,-7.39,266.33,-10.72,76.9,3.5,2.69,0.81,1.69,2.71,1299.75,0.64,1.36,182.3
2010-12-05 12:00:00,978.92,-2.52,272.29,-8.14,65.13,5.07,3.3,1.77,2.1,3.37,1258.44,5.09,7.25,183.8
2010-12-06 12:00:00,975.46,-1.36,273.74,-3.02,88.4,5.53,4.89,0.64,3.12,5.01,1247.85,1.38,1.78,16.24
2010-12-07 12:00:00,978.06,-3.45,271.43,-4.68,91.1,4.73,4.31,0.42,2.75,4.41,1261.17,2.19,3.24,24.68
2010-12-08 12:00:00,976.61,-2.73,272.27,-2.98,98.1,4.99,4.9,0.09,3.13,5.02,1255.65,0.54,1.0,53.08
2010-12-09 12:00:00,988.39,-0.82,273.25,-2.81,86.3,5.75,4.96,0.79,3.13,5.02,1261.88,3.53,6.61,237.4
2010-12-10 12:00:00,1000.05,-1.43,271.72,-5.46,73.9,5.5,4.06,1.43,2.53,4.06,1280.13,1.19,2.82,263.1
2010-12-11 12:00:00,985.25,4.09,278.43,1.88,85.5,8.19,7.0,1.19,4.43,7.1,1234.65,5.92,8.65,253.1
2010-12-12 12:00:00,983.62,1.36,275.82,-0.09,90.0,6.74,6.07,0.67,3.85,6.17,1245.28,2.12,3.65,257.9
2010-12-13 12:00:00,994.78,-5.24,268.32,-8.32,78.8,4.13,3.26,0.88,2.04,3.27,1291.85,2.07,3.61,253.7
2010-12-14 12:00:00,995.77,-4.08,269.41,-5.71,88.3,4.51,3.98,0.53,2.49,4.0,1287.2,2.92,6.21,265.6
2010-12-15 12:00:00,994.54,-6.24,267.34,-8.13,86.4,3.83,3.31,0.52,2.07,3.32,1296.37,1.85,3.81,245.2
2010-12-16 12:00:00,983.82,-5.63,268.78,-9.43,74.4,4.01,2.98,1.03,1.89,3.03,1279.61,6.1,10.31,204.7
2010-12-17 12:00:00,966.31,-4.09,271.72,-5.64,88.9,4.51,4.01,0.5,2.58,4.15,1249.11,1.17,2.9,239.7
2010-12-18 12:00:00,973.66,-7.5,267.7,-10.7,77.7,3.47,2.7,0.77,1.72,2.77,1275.43,0.34,0.74,102.9
2010-12-19 12:00:00,972.13,-1.88,273.48,-5.6,75.6,5.32,4.02,1.3,2.58,4.14,1246.41,3.22,4.81,204.7
2010-12-20 12:00:00,976.07,-1.46,273.59,-5.55,73.5,5.49,4.03,1.45,2.58,4.13,1249.49,1.31,2.28,289.1
2010-12-21 12:00:00,978.64,-3.12,271.71,-4.3,91.5,4.85,4.44,0.41,2.83,4.53,1260.32,0.33,0.72,37.05
2010-12-22 12:00:00,977.7,-0.55,274.38,-0.92,97.3,5.87,5.71,0.16,3.64,5.84,1246.6,1.97,2.68,17.55
2010-12-23 12:00:00,972.8,0.51,275.83,0.33,98.7,6.34,6.26,0.08,4.01,6.43,1235.3,0.9,1.96,7.55
2010-12-24 12:00:00,974.69,-2.16,272.99,-2.28,99.1,5.21,5.16,0.05,3.3,5.3,1250.43,4.68,6.81,23.76
2010-12-25 12:00:00,990.13,-6.34,267.57,-8.11,87.2,3.8,3.31,0.49,2.08,3.34,1291.1,0.91,1.88,198.0
2010-12-26 12:00:00,997.35,-9.37,263.99,-11.2,86.4,3.0,2.59,0.41,1.62,2.6,1315.81,0.76,1.32,190.3
2010-12-27 12:00:00,995.09,-3.9,269.64,-5.69,87.3,4.57,3.99,0.58,2.5,4.01,1285.48,1.69,2.7,177.2
2010-12-28 12:00:00,995.7,-4.32,269.17,-8.3,73.6,4.43,3.26,1.17,2.04,3.28,1288.62,2.6,3.97,49.6
2010-12-29 12:00:00,999.12,-13.37,259.86,-14.99,87.5,2.17,1.9,0.27,1.18,1.9,1338.79,0.71,1.12,29.0
2010-12-30 12:00:00,998.84,-9.85,263.4,-10.8,92.7,2.89,2.67,0.21,1.67,2.68,1320.14,1.67,2.6,165.7
2010-12-31 12:00:00,995.88,-2.51,270.97,-2.89,97.2,5.08,4.93,0.14,3.09,4.96,1279.41,0.41,0.8,184.5
2011-01-01 12:00:00,988.92,1.95,275.98,-0.62,83.0,7.03,5.84,1.2,3.68,5.9,1249.45,2.2,3.96,231.8
2011-01-02 12:00:00,991.81,0.43,274.24,-3.18,76.6,6.3,4.83,1.47,3.03,4.87,1260.53,1.86,3.24,252.0
2011-01-03 12:00:00,994.75,0.25,273.82,-3.64,75.0,6.22,4.67,1.56,2.92,4.69,1265.19,2.51,4.77,277.2
2011-01-04 12:00:00,992.6,-4.25,269.48,-6.83,82.1,4.45,3.66,0.8,2.29,3.68,1284.07,1.37,2.2,210.1
2011-01-05 12:00:00,988.15,-7.26,266.81,-10.19,79.4,3.54,2.81,0.73,1.77,2.84,1293.2,1.3,2.16,229.0
2011-01-06 12:00:00,975.85,2.86,277.95,-0.34,79.4,7.5,5.96,1.55,3.81,6.11,1228.78,4.7,6.05,199.8
2011-01-07 12:00:00,984.21,3.24,277.66,2.96,98.0,7.71,7.56,0.15,4.79,7.68,1236.85,1.44,1.78,31.15
2011-01-08 12:00:00,982.71,8.39,282.96,6.12,85.6,11.03,9.44,1.59,6.0,9.61,1211.49,4.37,5.61,195.4
2011-01-09 12:00:00,981.95,10.83,285.47,4.8,66.23,13.0,8.61,4.39,5.47,8.77,1200.53,3.77,7.11,210.9
2011-01-10 12:00:00,996.82,-2.62,270.79,-2.81,98.6,5.04,4.97,0.07,3.1,4.98,1281.13,0.83,1.52,157.4
2011-01-11 12:00:00,983.42,-0.6,273.87,-0.6,100.0,5.85,5.85,0.0,3.71,5.95,1254.08,0.72,1.42,163.7
2011-01-12 12:00:00,990.61,3.94,277.84,0.27,76.9,8.1,6.23,1.87,3.92,6.29,1242.42,1.53,3.4,232.9
2011-01-13 12:00:00,984.1,5.03,279.46,4.88,99.0,8.74,8.66,0.09,5.49,8.8,1228.25,1.57,2.2,208.0
